Mine,Latitude,Longitude,Blue_B02,Green_B03,Red_B04,NIR_B08,SWIR1_B11,SWIR2_B12,NDVI,Distance_to_Manganese_km,Manganese_Presence,Lithology,GLiM_ID,Elevation_mean_m,Elevation_min_m,Elevation_max_m,Slope_mean_degrees,Slope_min_degrees,Slope_max_degrees,LST_mean_C,LST_min_C,LST_max_C
Munsar,21.41078182634964,79.2783956953301,0.1638,0.1774,0.178,0.328,0.3539,0.2629,0.2964427,0.2476895399926315,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Balaghat,21.873817210959984,80.21008024138084,0.1543,0.1753,0.1695,0.3979,0.3036,0.2412,0.40253788,0.1626206788476709,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Balaghat,21.828087270235848,80.20646130731608,0.1886,0.2172,0.2476,0.359,0.4398,0.3588,0.18364654,2.7018400522258283,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Kandri,21.40750683180125,79.27611922210689,0.1769,0.2,0.1995,0.4072,0.3961,0.3061,0.34234384,0.4922901910515502,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Beldongri,21.33515201593225,79.2842929524427,0.1545,0.1764,0.1622,0.4788,0.3045,0.1948,0.49391574,2.3060799720654543,0,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Munsar,21.405386917800733,79.28077371087826,0.1652,0.193,0.1658,0.51,0.3277,0.224,0.5093223,0.4604619563671636,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Kandri,21.43653302967873,79.28812673254407,0.1607,0.1866,0.1822,0.4444,0.3439,0.2423,0.41844875,3.110515448667776,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Gumgaon,21.421234726548253,78.95495784191375,0.1637,0.1838,0.2174,0.306,0.3775,0.307,0.16927779,3.830169535675669,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Balaghat,21.833472041804928,80.2372014677872,0.1534,0.1712,0.1771,0.3047,0.3017,0.2453,0.26484016,0.3720955943182982,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Kandri,21.420085095597926,79.2522425577805,0.1444,0.1617,0.1438,0.4219,0.2758,0.176,0.49160334,2.437293154776528,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Tirodi,21.70605790102322,79.73093545324186,0.1447,0.158,0.1498,0.2989,0.271,0.1929,0.3322933,3.2746483938451134,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Balaghat,21.849805787114835,80.25298540317736,0.2422,0.2802,0.3008,0.3843,0.3966,0.3509,0.121880025,0.2755656550357849,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Beldongri,21.3150514820286,79.27951426579232,0.1646,0.1918,0.1985,0.4101,0.2859,0.2063,0.3476832,4.3147703949248095,0,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Chikla,21.52141939768771,79.77985136863198,0.1736,0.2011,0.219,0.3634,0.3982,0.3157,0.24793957,8.795886243732191,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Balaghat,21.83361584853052,80.22926631357846,0.191,0.2206,0.2554,0.3632,0.4013,0.3359,0.17426448,0.4635083510028698,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Beldongri,21.34741460901389,79.29996198878513,0.1694,0.2042,0.211,0.4151,0.2876,0.2009,0.3259863,0.2366149322713419,1,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Ukwa,21.986375371976543,80.48029543405116,0.1564,0.184,0.1734,0.3225,0.3346,0.2814,0.30066544,2.277759795990786,0,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Dongri_Buzurg,21.53226761346663,79.70889368455447,0.1739,0.19,0.1814,0.3382,0.3038,0.2402,0.30177057,2.110095598703558,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Balaghat,21.83367429050948,80.20352767259422,0.2108,0.2354,0.2444,0.4044,0.3615,0.3029,0.2466091,2.8289811258517235,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Kandri,21.41276470586608,79.27798663893567,0.1692,0.1932,0.2104,0.36,0.4353,0.3176,0.26227212,0.437425634760923,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Tirodi,21.67077332895166,79.70051285789435,0.145,0.16,0.1582,0.2995,0.296,0.2136,0.3087175,5.319992768169592,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Tirodi,21.68125649067254,79.72438740489588,0.1531,0.159,0.1746,0.2035,0.259,0.2463,0.0764348,2.687999504442472,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Balaghat,21.835090090102373,80.23545117159019,0.1814,0.2058,0.2356,0.3105,0.372,0.328,0.13715437,0.3140788354460186,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Munsar,21.41303812878565,79.30479819371463,0.1718,0.2092,0.2302,0.4063,0.3019,0.2174,0.27666932,2.560096289348175,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Balaghat,21.845627295954387,80.24797512014221,0.2102,0.2566,0.302,0.4044,0.5004,0.4326,0.14496037,0.4920865063584158,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Balaghat,21.848898882220485,80.25221594538061,0.1876,0.2266,0.26,0.3785,0.4789,0.4057,0.18559128,0.2037605144495397,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Dongri_Buzurg,21.554581202275934,79.67451317276502,0.1648,0.1814,0.1884,0.3681,0.355,0.2514,0.32291105,2.731143097730276,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Sitapatore,21.68784701260732,79.68914823890806,0.1472,0.1568,0.1539,0.2948,0.2846,0.2083,0.3140183,6.348744505995083,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Balaghat,21.85011501977112,80.24156467508674,0.1927,0.2278,0.2782,0.3487,0.4636,0.4014,0.11245811,0.08518543792729,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Tirodi,21.676326709213416,79.71766569370372,0.1688,0.1848,0.2076,0.3164,0.4202,0.3478,0.20763358,3.4526435981435983,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Tirodi,21.70609040926518,79.73518840258536,0.155,0.1704,0.1682,0.301,0.3339,0.2579,0.28303495,3.0285829233260206,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Ukwa,21.960107971476024,80.45927779831639,0.2032,0.2338,0.282,0.3804,0.5047,0.4168,0.14855072,0.1302534258850771,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Balaghat,21.84992899586662,80.24040439306017,0.1962,0.2396,0.3016,0.3808,0.4909,0.4209,0.116060965,0.1733916687819589,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Kandri,21.388449846238025,79.2850221987072,0.1539,0.1778,0.1593,0.5016,0.3026,0.2043,0.51793015,2.3910079345076984,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Gumgaon,21.374654133673047,78.97141818549177,0.1687,0.1846,0.2126,0.3034,0.3408,0.2764,0.17596902,3.0410532455056174,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Dongri_Buzurg,21.54489552068962,79.66069718969887,0.1536,0.1666,0.1672,0.2814,0.3083,0.2303,0.25456977,4.132892819352565,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Balaghat,21.872001150606017,80.20815450864212,0.1419,0.1553,0.1427,0.4012,0.244,0.1801,0.47527114,0.2796296187558874,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Kandri,21.41242723505387,79.2803055171878,0.1667,0.1974,0.2066,0.3742,0.3165,0.2462,0.28856748,0.3244307671565796,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Balaghat,21.849945894173874,80.24408164026333,0.2066,0.25,0.2952,0.4072,0.5413,0.4535,0.15945333,0.2202589829581063,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Beldongri,21.36276975402784,79.31791246384958,0.1518,0.1797,0.1753,0.4436,0.299,0.2084,0.43351105,2.3405217305845603,0,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Tirodi,21.6837875575092,79.74833422946908,0.1572,0.17,0.1884,0.2761,0.3993,0.3129,0.18880518,0.2365032304154585,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Gumgaon,21.37818529330221,78.99470329936929,0.1605,0.1784,0.2074,0.2784,0.3229,0.2785,0.1461507,2.632023799496514,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Balaghat,21.84926024062845,80.25221406515479,0.2076,0.2358,0.2692,0.4208,0.4705,0.3918,0.21971016,0.1948184537208293,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Ukwa,21.96560948600688,80.48443884762173,0.1412,0.1659,0.1849,0.3177,0.3865,0.315,0.26422602,0.0989987450289579,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Ukwa,21.959560810310176,80.45773028311216,0.2188,0.2534,0.2968,0.401,0.5096,0.426,0.14932647,0.2683366753349626,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Ukwa,21.969525101398204,80.46582835930536,0.1886,0.2072,0.2208,0.316,0.3962,0.3399,0.17734727,0.3963807265133895,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Munsar,21.410849080816785,79.28495379087741,0.1592,0.1858,0.183,0.412,0.4002,0.2884,0.38487393,0.4983216012718723,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Tirodi,21.66089478355464,79.70794550307244,0.1581,0.1738,0.1732,0.3391,0.3111,0.2305,0.3238337,5.012267543839025,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Ukwa,21.957776840970787,80.46471010082007,0.1772,0.2068,0.245,0.3475,0.4693,0.3884,0.17299578,0.4889499383885536,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Beldongri,21.35089522234462,79.30474262385168,0.1684,0.1952,0.213,0.3984,0.289,0.2086,0.30323848,0.4793054325288275,1,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Tirodi,21.669557072052047,79.70670866688826,0.1484,0.1621,0.1594,0.2931,0.2983,0.2263,0.2954696,4.743187087909583,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Ukwa,21.95940300005058,80.46470401050829,0.1732,0.194,0.2318,0.3018,0.4345,0.3755,0.13118441,0.4511257686095932,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Dongri_Buzurg,21.54846808943213,79.70121880317033,0.1402,0.157,0.137,0.3445,0.2323,0.158,0.43094498,0.1457386816767328,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Sitapatore,21.68052741241117,79.67742364438531,0.1385,0.1431,0.1472,0.2854,0.2652,0.1926,0.3194637,7.53949530041783,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Munsar,21.395509716620523,79.30422878721544,0.226,0.2462,0.2748,0.3399,0.3465,0.3093,0.1059053,2.920556281913344,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Balaghat,21.84870941533152,80.25028150467186,0.2034,0.2376,0.287,0.3857,0.4876,0.4385,0.14672215,0.0847883603037857,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Chikla,21.536014804433243,79.75018447335685,0.1488,0.1732,0.1492,0.4292,0.2912,0.1936,0.484094,5.36793100987064,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Gumgaon,21.40131975942961,78.98088680089852,0.1554,0.1694,0.1948,0.3056,0.3486,0.2831,0.22142282,0.3514550946416785,1,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Balaghat,21.85069248274548,80.24930343287791,0.1982,0.2318,0.267,0.3907,0.464,0.3888,0.1880797,0.1729823728333148,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Chikla,21.52075818460344,79.73950235626917,0.1774,0.2004,0.2186,0.3481,0.3985,0.2957,0.22851598,5.15883659548148,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Munsar,21.406816060752,79.27921376906119,0.1532,0.1746,0.1575,0.4192,0.3148,0.2108,0.45378882,0.3221988450918037,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Kandri,21.411686919166588,79.2785779990735,0.1741,0.2068,0.2372,0.3894,0.4269,0.333,0.24289817,0.3043438076314765,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Munsar,21.409348734735627,79.27956992350347,0.252,0.2686,0.2654,0.3875,0.3278,0.2299,0.1870118,0.0837329439922765,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Sitapatore,21.68676079313668,79.64392603441627,0.147,0.1566,0.1714,0.2758,0.3089,0.2272,0.23345257,11.005241585580096,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Chikla,21.533860926605687,79.77646470245472,0.1473,0.1603,0.1396,0.3845,0.2473,0.1627,0.46727723,8.062174872242569,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Ukwa,21.963975398202443,80.48192658257194,0.1478,0.1646,0.2012,0.2915,0.4117,0.339,0.18327585,0.2989192287155543,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Chikla,21.54748089194434,79.7373404787629,0.1464,0.161,0.1425,0.3559,0.2719,0.1777,0.42817014,3.8322554615181375,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Kandri,21.396508144658124,79.26062423487433,0.1716,0.1755,0.1838,0.3244,0.2962,0.2396,0.27666277,0.3349102165313563,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Chikla,21.53880536176938,79.76097460749747,0.1368,0.1546,0.1377,0.3443,0.2541,0.171,0.4286307,6.381950866932488,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Munsar,21.38517309234232,79.30029755674042,0.1696,0.1928,0.1966,0.4333,0.3923,0.2781,0.3757739,3.403512605883689,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Tirodi,21.679631034455824,79.74817683252549,0.1491,0.1599,0.1585,0.2806,0.3263,0.2424,0.27806878,0.4159650153135911,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Kandri,21.41240940796068,79.27856953383072,0.1864,0.224,0.2576,0.4069,0.4804,0.3797,0.22468019,0.3718820956392166,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Ukwa,21.95847094110708,80.45599114829905,0.2324,0.2724,0.3374,0.4443,0.524,0.428,0.13675323,0.4607742186951431,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Sitapatore,21.65095450088346,79.66184663864185,0.1467,0.1644,0.1508,0.3075,0.2696,0.1913,0.3419158,9.806590751446244,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Ukwa,21.991109572389124,80.4919026889456,0.1568,0.1684,0.1932,0.2852,0.3509,0.2867,0.19230768,2.904730459274389,0,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Sitapatore,21.66183457611624,79.64454569547188,0.1514,0.165,0.1826,0.291,0.3868,0.3028,0.22888513,11.178569223691444,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Balaghat,21.847434636012046,80.20945116459376,0.1466,0.1644,0.1453,0.4196,0.2471,0.1756,0.48557264,2.982734948773838,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Chikla,21.521109287158087,79.7381477449118,0.1789,0.2032,0.2414,0.3256,0.3979,0.3122,0.14850086,5.024974754863137,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Tirodi,21.679453295617577,79.7485649557753,0.1518,0.1621,0.1719,0.2955,0.3836,0.2756,0.2644416,0.4133468159096007,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Gumgaon,21.404362729711902,78.96367915122715,0.1612,0.181,0.201,0.2444,0.2938,0.2563,0.09744048,2.1387861819524083,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Balaghat,21.85265252521585,80.24329321126679,0.2314,0.301,0.3636,0.4388,0.5499,0.4703,0.09371887,0.3778499710214697,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Dongri_Buzurg,21.55098972742416,79.70023075313492,0.1416,0.1545,0.1355,0.3773,0.2509,0.1684,0.47152886,0.1661085868662776,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Sitapatore,21.678033150035034,79.659277356347,0.1478,0.1616,0.1596,0.2734,0.3327,0.2438,0.26281753,9.425225382461305,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Balaghat,21.830193784287243,80.23160685422542,0.1697,0.1944,0.2244,0.3416,0.3692,0.2906,0.20706715,0.3596305104271886,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Balaghat,21.84618078676976,80.25048823370793,0.1848,0.21,0.244,0.3576,0.4911,0.4008,0.1888298,0.3660636597933079,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Dongri_Buzurg,21.549401405566385,79.70507286948403,0.1462,0.1593,0.1403,0.3852,0.2508,0.1665,0.46603233,0.4885739949838607,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Kandri,21.40879696333589,79.27861185649036,0.2466,0.2516,0.266,0.3151,0.3803,0.3042,0.08449495,0.1975778877363088,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Ukwa,21.95540699173493,80.4583271192985,0.1723,0.202,0.2266,0.3835,0.4126,0.3348,0.25717095,0.4957540379795632,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Dongri_Buzurg,21.532778825582383,79.68185568934409,0.1479,0.1639,0.1428,0.4135,0.2548,0.168,0.4866079,2.667579382916452,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Balaghat,21.835437069963387,80.23235293950373,0.2056,0.2346,0.2784,0.3574,0.4469,0.3836,0.1242529,0.3232090739418103,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Sitapatore,21.68410490644237,79.6729451814483,0.1504,0.1654,0.1676,0.2996,0.3319,0.2478,0.28253424,7.999341504010039,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Beldongri,21.337495442231983,79.31955058432762,0.1588,0.1908,0.1894,0.4492,0.3062,0.2154,0.40682748,2.394808855023677,0,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Balaghat,21.8409432085542,80.2121962951135,0.1429,0.1578,0.1419,0.3905,0.236,0.1707,0.46694216,2.394262345301665,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Chikla,21.55489403795169,79.76218990131082,0.207,0.2344,0.2304,0.3057,0.3629,0.2988,0.14045888,6.423579596136057,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Balaghat,21.87379767087348,80.20601527299488,0.2148,0.2578,0.3016,0.3962,0.4696,0.4089,0.13556892,0.2839576447498393,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Gumgaon,21.40489690614619,78.94824183561575,0.1488,0.1646,0.1725,0.3472,0.3245,0.2403,0.3361555,3.7163661173851663,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Gumgaon,21.388381691725336,78.95657208757228,0.1668,0.1792,0.1899,0.3088,0.3302,0.2734,0.23841992,3.066295917903325,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Chikla,21.555520080399745,79.74924489933808,0.1725,0.2026,0.1986,0.4659,0.416,0.2861,0.40225735,5.100840996982645,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Kandri,21.396895381371632,79.26312720472588,0.2076,0.247,0.259,0.3479,0.3692,0.3292,0.14648212,0.4081678501333228,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Munsar,21.41224661269664,79.28030763140015,0.1704,0.1982,0.2208,0.409,0.4062,0.3207,0.29882503,0.3043457356882402,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Chikla,21.53245266599645,79.7330292050617,0.1516,0.1624,0.1536,0.2974,0.1893,0.1543,0.31884697,3.875223706538998,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Beldongri,21.35124673969819,79.3037744215659,0.168,0.1948,0.1974,0.4356,0.2976,0.2063,0.37630332,0.4029073860590434,1,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Chikla,21.54005199237673,79.7345081244769,0.2078,0.2156,0.2194,0.3422,0.3296,0.2928,0.21866097,3.685729746975663,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Dongri_Buzurg,21.53316147092308,79.68455558035956,0.1452,0.1592,0.1374,0.4112,0.2525,0.1667,0.49908862,2.4432024256037423,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Munsar,21.417498997970068,79.29934499345548,0.1644,0.1959,0.202,0.416,0.3137,0.22,0.3462783,2.156752974189603,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Tirodi,21.6872316629068,79.74985091436629,0.1362,0.1456,0.1368,0.2903,0.251,0.1872,0.35940063,0.4976812214016375,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Tirodi,21.68287844753288,79.7475688870808,0.1798,0.2016,0.2306,0.3752,0.443,0.3489,0.23869263,0.2875728867574835,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Kandri,21.41172453167693,79.28224283693508,0.1722,0.1996,0.2138,0.4283,0.4556,0.3412,0.33406013,0.3140504841241502,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Sitapatore,21.6671006303801,79.67020173000616,0.144,0.1526,0.1566,0.2783,0.2798,0.2081,0.27983442,8.463467898784272,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Kandri,21.40829665626231,79.28266872036535,0.1741,0.1922,0.1962,0.4187,0.3978,0.2856,0.3618475,0.2744554509999564,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
