Mine,Latitude,Longitude,Blue_B02,Green_B03,Red_B04,NIR_B08,SWIR1_B11,SWIR2_B12,NDVI,Distance_to_Manganese_km,Manganese_Presence,Lithology,GLiM_ID,Elevation_mean_m,Elevation_min_m,Elevation_max_m,Slope_mean_degrees,Slope_min_degrees,Slope_max_degrees,LST_mean_C,LST_min_C,LST_max_C
Balaghat,21.851952827228345,80.24832911400115,0.1924,0.223,0.2644,0.3778,0.5114,0.4249,0.17658047,0.3453841361751348,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Ukwa,21.99428446017436,80.46747941690651,0.1372,0.1522,0.1692,0.3148,0.3667,0.2793,0.30082643,3.131023399404241,0,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Balaghat,21.850649034860748,80.23981995240366,0.1962,0.2418,0.31,0.3801,0.4717,0.4144,0.101579495,0.2612976847447016,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Balaghat,21.869212166729305,80.2296560760179,0.1841,0.2144,0.261,0.3554,0.5212,0.4362,0.1531473,2.2431062228364897,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Ukwa,21.9639936279243,80.48773765967435,0.1472,0.1615,0.1972,0.3525,0.4186,0.3341,0.2825177,0.4829640113339068,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Chikla,21.528137396952378,79.73576993073458,0.1684,0.1871,0.2018,0.32,0.3399,0.2578,0.22652356,4.366201818149691,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Gumgaon,21.4210776781609,78.956888981288,0.1616,0.182,0.2128,0.3122,0.3596,0.2932,0.18933336,3.6657454515379873,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Chikla,21.537930711340792,79.76484416631396,0.1398,0.1528,0.1378,0.3633,0.251,0.1672,0.45000997,6.793330163815591,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Kandri,21.38939039746461,79.28867596294546,0.1654,0.1937,0.1999,0.4308,0.3193,0.2244,0.36610115,2.3971395692352253,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Kandri,21.40099762566199,79.25806350101085,0.2234,0.2238,0.2278,0.371,0.33,0.2746,0.23914495,0.2896362068179802,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Sitapatore,21.6416382519136,79.6715944589788,0.1518,0.1661,0.1814,0.3193,0.3816,0.2854,0.2754144,9.336359149173951,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Balaghat,21.836339562684618,80.23215459672087,0.159,0.1929,0.1642,0.3836,0.3045,0.2251,0.40051115,0.4235239830586582,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Munsar,21.41192689349509,79.2843624796575,0.1739,0.2008,0.2142,0.4248,0.4414,0.3228,0.32957748,0.4938654542175794,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Munsar,21.404195317076383,79.30567180796135,0.1524,0.1754,0.1641,0.4277,0.3082,0.207,0.4454207,2.686188237773182,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Kandri,21.398346343609614,79.26368873573881,0.1827,0.1966,0.1958,0.3243,0.3039,0.2619,0.24706784,0.3681126138138758,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Ukwa,21.997559262489165,80.47444219304167,0.1592,0.1735,0.1952,0.2875,0.4129,0.3309,0.19121608,3.578031944931803,0,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Ukwa,21.965604613384425,80.48288920974976,0.1405,0.1612,0.1742,0.3589,0.3751,0.2861,0.3464641,0.0986457462928402,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Sitapatore,21.686127559488654,79.67737253237729,0.1446,0.156,0.1552,0.2932,0.2783,0.2034,0.3077609,7.549650209651709,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Kandri,21.410039508693,79.27647532344525,0.1594,0.1745,0.1648,0.3337,0.2953,0.2188,0.33881646,0.4064359213684944,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Dongri_Buzurg,21.54557009260591,79.70027902857407,0.139,0.156,0.1348,0.3809,0.241,0.163,0.47721544,0.4370474069690017,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Munsar,21.37740817430637,79.30058010913736,0.1812,0.2118,0.2322,0.432,0.3358,0.2365,0.30081302,3.102219182588808,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Balaghat,21.872354122350657,80.20641040391457,0.2002,0.2298,0.271,0.37,0.3996,0.3503,0.15444618,0.3312421473832194,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Ukwa,21.96318469641409,80.46081578146375,0.1943,0.2278,0.265,0.3697,0.4583,0.3837,0.16495986,0.41718614555633,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Gumgaon,21.411157059378088,78.95799139338095,0.161,0.1792,0.2058,0.3152,0.344,0.2673,0.2099808,2.957064018415132,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Dongri_Buzurg,21.548106780305783,79.7012220191438,0.1432,0.1542,0.1382,0.38,0.2469,0.1609,0.46661523,0.1792583171055824,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Tirodi,21.68145215792609,79.75009407120805,0.1474,0.1598,0.1657,0.2871,0.3039,0.2303,0.26810953,0.1499987637854719,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Munsar,21.3970299851862,79.25868917635125,0.1528,0.1723,0.1527,0.4208,0.302,0.2077,0.46748033,0.325528074615392,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Ukwa,21.96427578324388,80.46294241534616,0.1787,0.2158,0.2558,0.3215,0.4159,0.3592,0.11380564,0.4664711421904641,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Sitapatore,21.652153453596217,79.65371897500637,0.149,0.1588,0.1675,0.2613,0.3548,0.2717,0.21874999,10.550411434857512,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Munsar,21.378383427476333,79.3077049408272,0.163,0.1917,0.1784,0.4276,0.3454,0.2357,0.41122112,3.299443396497584,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Sitapatore,21.642553979573897,79.6507161592001,0.1742,0.1926,0.2216,0.3215,0.4642,0.3586,0.18394403,11.225920636551852,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Chikla,21.531224655115142,79.73786726930436,0.1594,0.1858,0.188,0.4237,0.422,0.3085,0.38531962,4.380277137957413,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Sitapatore,21.66208414793271,79.67546592104173,0.1482,0.1598,0.173,0.2697,0.3487,0.2647,0.21843235,8.07306021629454,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
