Mine,Latitude,Longitude,Date,Temperature_C,Wind_Speed_m_s,Relative_Humidity_percent,Precipitation_mm,Soil_Moisture_0_7cm,Soil_Moisture_7_28cm,Soil_Moisture_28_100cm,Soil_Moisture_0_100cm
Kandri,21.41169,79.26632,2025-04-04,31.13,0.71,32.29,0.82,0.265,0.279,0.311,0.301
Kandri,21.41169,79.26632,2025-04-05,31.43,1.88,24.86,0.0,0.274,0.279,0.276,0.277
Kandri,21.41169,79.26632,2025-04-06,31.86,1.68,18.5,0.0,0.287,0.279,0.274,0.276
Kandri,21.41169,79.26632,2025-04-07,32.93,0.87,17.68,0.0,0.292,0.279,0.274,0.276
Kandri,21.41169,79.26632,2025-04-08,32.66,1.66,21.96,0.0,0.282,0.28,0.274,0.276
Kandri,21.41169,79.26632,2025-04-09,32.62,1.68,31.16,4.13,0.265,0.267,0.275,0.272
Kandri,21.41169,79.26632,2025-04-10,32.97,1.85,32.14,0.78,0.266,0.271,0.275,0.274
Kandri,21.41169,79.26632,2025-04-11,32.7,2.07,22.79,0.33,0.275,0.271,0.275,0.274
Kandri,21.41169,79.26632,2025-04-12,32.41,3.0,22.38,0.0,0.269,0.271,0.275,0.274
Kandri,21.41169,79.26632,2025-04-13,33.03,1.41,23.78,0.16,0.258,0.271,0.276,0.274
Kandri,21.41169,79.26632,2025-04-14,33.3,1.48,24.08,0.8,0.273,0.271,0.276,0.275
Kandri,21.41169,79.26632,2025-04-15,33.31,1.51,23.06,0.0,0.28,0.271,0.276,0.275
Kandri,21.41169,79.26632,2025-04-16,32.64,1.73,31.99,0.0,0.276,0.271,0.277,0.275
Kandri,21.41169,79.26632,2025-04-17,33.99,1.31,29.79,0.03,0.279,0.271,0.277,0.276
Kandri,21.41169,79.26632,2025-04-18,35.32,1.93,24.1,0.0,0.265,0.271,0.277,0.275
Kandri,21.41169,79.26632,2025-04-19,35.58,2.59,19.39,0.18,0.255,0.271,0.277,0.274
Kandri,21.41169,79.26632,2025-04-20,35.26,2.44,17.26,0.0,0.249,0.271,0.278,0.274
Kandri,21.41169,79.26632,2025-04-21,35.1,2.36,16.85,0.0,0.246,0.271,0.278,0.274
Kandri,21.41169,79.26632,2025-04-22,35.62,2.13,11.99,0.0,0.245,0.271,0.278,0.274
Kandri,21.41169,79.26632,2025-04-23,35.52,2.26,12.09,0.0,0.247,0.271,0.278,0.275
Kandri,21.41169,79.26632,2025-04-24,35.48,2.95,12.26,0.0,0.245,0.271,0.279,0.275
Kandri,21.41169,79.26632,2025-04-25,35.99,2.72,15.36,0.0,0.244,0.271,0.279,0.275
Kandri,21.41169,79.26632,2025-04-26,36.01,2.19,17.87,0.0,0.244,0.271,0.279,0.275
Kandri,21.41169,79.26632,2025-04-27,34.33,2.44,21.85,1.41,0.258,0.271,0.279,0.276
Kandri,21.41169,79.26632,2025-04-28,33.55,2.27,25.12,3.18,0.249,0.271,0.281,0.276
Kandri,21.41169,79.26632,2025-04-29,33.58,2.14,29.01,0.87,0.275,0.271,0.273,0.273
Kandri,21.41169,79.26632,2025-04-30,34.28,1.71,26.99,0.38,0.319,0.271,0.273,0.276
Kandri,21.41169,79.26632,2025-05-01,33.22,3.06,37.72,0.4,0.34,0.272,0.273,0.277
Kandri,21.41169,79.26632,2025-05-02,33.6,2.55,35.34,0.07,0.353,0.273,0.274,0.279
Kandri,21.41169,79.26632,2025-05-03,34.31,2.28,35.08,0.15,0.365,0.274,0.274,0.28
Kandri,21.41169,79.26632,2025-05-04,32.23,2.33,45.2,7.92,0.39,0.276,0.274,0.283
Kandri,21.41169,79.26632,2025-05-05,31.11,1.17,49.99,3.02,0.393,0.279,0.274,0.283
Kandri,21.41169,79.26632,2025-05-06,31.21,1.56,45.02,1.57,0.38,0.298,0.275,0.287
Kandri,21.41169,79.26632,2025-05-07,31.14,2.27,41.46,0.09,0.368,0.324,0.275,0.292
Kandri,21.41169,79.26632,2025-05-08,30.53,2.05,40.55,0.14,0.345,0.325,0.275,0.29
Kandri,21.41169,79.26632,2025-05-09,31.95,1.78,41.92,0.05,0.33,0.311,0.275,0.286
Kandri,21.41169,79.26632,2025-05-10,32.26,1.15,43.3,2.28,0.319,0.295,0.276,0.283
Kandri,21.41169,79.26632,2025-05-11,33.99,1.47,41.13,0.24,0.304,0.293,0.276,0.282
Kandri,21.41169,79.26632,2025-05-12,35.06,2.03,35.03,0.01,0.301,0.303,0.276,0.283
Kandri,21.41169,79.26632,2025-05-13,35.6,2.57,32.39,0.47,0.308,0.319,0.277,0.288
Kandri,21.41169,79.26632,2025-05-14,35.81,1.73,33.49,1.04,0.31,0.347,0.277,0.294
Kandri,21.41169,79.26632,2025-05-15,34.18,1.92,43.43,6.91,0.299,0.336,0.277,0.291
Kandri,21.41169,79.26632,2025-05-16,34.22,1.01,46.22,0.33,0.299,0.332,0.277,0.29
Kandri,21.41169,79.26632,2025-05-17,34.84,1.75,41.56,1.25,0.281,0.338,0.278,0.291
Kandri,21.41169,79.26632,2025-05-18,33.72,1.45,50.04,6.99,0.317,0.352,0.278,0.296
Kandri,21.41169,79.26632,2025-05-19,34.15,2.06,48.85,0.01,0.321,0.366,0.278,0.3
Kandri,21.41169,79.26632,2025-05-20,35.45,1.45,42.83,0.02,0.326,0.373,0.279,0.302
Kandri,21.41169,79.26632,2025-05-21,33.99,1.86,47.36,15.38,0.361,0.369,0.274,0.3
Kandri,21.41169,79.26632,2025-05-22,31.43,1.87,58.97,0.27,0.415,0.371,0.268,0.3
Kandri,21.41169,79.26632,2025-05-23,30.67,1.89,59.04,0.19,0.39,0.369,0.269,0.298
Kandri,21.41169,79.26632,2025-05-24,27.67,2.14,74.08,1.73,0.407,0.378,0.269,0.301
Kandri,21.41169,79.26632,2025-05-25,27.58,2.76,75.67,3.34,0.452,0.379,0.269,0.305
Kandri,21.41169,79.26632,2025-05-26,30.57,1.88,64.25,1.56,0.438,0.384,0.27,0.306
Kandri,21.41169,79.26632,2025-05-27,31.79,1.35,61.53,4.14,0.477,0.41,0.27,0.314
Kandri,21.41169,79.26632,2025-05-28,31.35,2.31,65.56,12.42,0.469,0.425,0.271,0.317
Kandri,21.41169,79.26632,2025-05-29,32.02,2.58,61.37,5.62,0.483,0.451,0.273,0.325
Kandri,21.41169,79.26632,2025-05-30,32.27,3.31,59.71,0.91,0.494,0.485,0.28,0.338
Kandri,21.41169,79.26632,2025-05-31,31.11,3.07,57.52,0.52,0.479,0.479,0.289,0.342
Kandri,21.41169,79.26632,2025-06-01,31.72,4.71,49.44,0.0,0.454,0.459,0.298,0.343
Kandri,21.41169,79.26632,2025-06-02,30.16,3.33,61.01,1.45,0.426,0.443,0.298,0.338
Kandri,21.41169,79.26632,2025-06-03,30.98,3.86,52.07,0.04,0.393,0.425,0.288,0.324
Kandri,21.41169,79.26632,2025-06-04,30.82,2.06,53.19,0.3,0.372,0.411,0.278,0.312
Kandri,21.41169,79.26632,2025-06-05,32.33,1.57,44.89,1.26,0.362,0.4,0.277,0.309
Kandri,21.41169,79.26632,2025-06-06,33.76,1.41,39.28,0.0,0.349,0.391,0.277,0.306
Kandri,21.41169,79.26632,2025-06-07,33.76,2.7,37.41,0.0,0.334,0.383,0.275,0.302
Kandri,21.41169,79.26632,2025-06-08,35.73,3.57,35.75,0.31,0.319,0.375,0.275,0.299
Kandri,21.41169,79.26632,2025-06-09,36.6,3.28,31.35,0.0,0.313,0.373,0.275,0.298
Kandri,21.41169,79.26632,2025-06-10,37.12,3.81,29.03,0.43,0.321,0.38,0.276,0.301
Kandri,21.41169,79.26632,2025-06-11,33.2,2.87,48.56,3.08,0.354,0.399,0.276,0.307
Kandri,21.41169,79.26632,2025-06-12,33.06,2.86,50.08,0.74,0.353,0.398,0.277,0.308
Kandri,21.41169,79.26632,2025-06-13,32.78,2.95,54.87,0.57,0.343,0.388,0.277,0.305
Kandri,21.41169,79.26632,2025-06-14,32.57,2.26,56.98,7.57,0.327,0.381,0.278,0.303
Kandri,21.41169,79.26632,2025-06-15,31.88,2.52,60.02,3.89,0.326,0.376,0.278,0.302
Kandri,21.41169,79.26632,2025-06-16,30.38,3.36,66.46,2.37,0.398,0.365,0.279,0.305
Kandri,21.41169,79.26632,2025-06-17,29.98,3.24,64.08,2.88,0.454,0.37,0.278,0.309
Kandri,21.41169,79.26632,2025-06-18,31.26,3.92,58.45,0.74,0.401,0.355,0.278,0.303
Kandri,21.41169,79.26632,2025-06-19,28.28,4.49,74.37,4.28,0.378,0.349,0.278,0.3
Kandri,21.41169,79.26632,2025-06-20,27.79,3.83,75.03,9.29,0.398,0.356,0.278,0.303
Kandri,21.41169,79.26632,2025-06-21,29.14,3.75,68.05,3.98,0.436,0.373,0.278,0.309
Kandri,21.41169,79.26632,2025-06-22,28.23,3.88,68.98,2.71,0.455,0.375,0.277,0.31
Kandri,21.41169,79.26632,2025-06-23,27.74,4.67,72.41,4.94,0.479,0.403,0.279,0.319
Kandri,21.41169,79.26632,2025-06-24,27.9,3.69,77.07,7.17,0.493,0.441,0.282,0.33
Kandri,21.41169,79.26632,2025-06-25,27.11,1.8,82.23,24.65,0.495,0.472,0.285,0.339
Kandri,21.41169,79.26632,2025-06-26,27.79,2.08,78.35,7.57,0.503,0.492,0.296,0.352
Kandri,21.41169,79.26632,2025-06-27,28.25,3.71,74.7,12.52,0.49,0.486,0.307,0.358
Kandri,21.41169,79.26632,2025-06-28,27.53,3.29,75.65,11.78,0.488,0.472,0.312,0.358
Kandri,21.41169,79.26632,2025-06-29,25.66,3.94,83.64,11.47,0.5,0.473,0.317,0.363
Kandri,21.41169,79.26632,2025-06-30,25.7,5.22,86.09,28.75,0.509,0.502,0.335,0.383
Kandri,21.41169,79.26632,2025-07-01,26.25,3.77,86.46,30.35,0.509,0.502,0.363,0.403
Kandri,21.41169,79.26632,2025-07-02,25.44,3.75,85.88,9.88,0.492,0.49,0.37,0.404
Kandri,21.41169,79.26632,2025-07-03,26.79,3.04,84.51,7.0,0.484,0.478,0.374,0.403
Kandri,21.41169,79.26632,2025-07-04,26.4,4.09,84.81,10.92,0.505,0.497,0.38,0.413
Kandri,21.41169,79.26632,2025-07-05,26.13,4.78,86.79,8.37,0.485,0.485,0.386,0.413
Kandri,21.41169,79.26632,2025-07-06,26.07,3.83,88.26,27.31,0.504,0.501,0.395,0.425
Kandri,21.41169,79.26632,2025-07-07,25.51,4.66,92.14,80.57,0.511,0.518,0.472,0.485
Kandri,21.41169,79.26632,2025-07-08,25.08,4.53,92.56,93.51,0.505,0.517,0.511,0.511
Kandri,21.41169,79.26632,2025-07-09,25.77,3.5,88.89,10.08,0.507,0.512,0.516,0.515
Kandri,21.41169,79.26632,2025-07-10,26.47,3.22,85.55,1.79,0.498,0.506,0.512,0.51
Kandri,21.41169,79.26632,2025-07-11,26.54,3.13,83.02,1.69,0.489,0.498,0.508,0.505
Kandri,21.41169,79.26632,2025-07-12,27.16,3.16,82.83,3.77,0.469,0.484,0.504,0.497
Kandri,21.41169,79.26632,2025-07-13,26.87,3.52,84.77,5.7,0.468,0.471,0.499,0.491
Kandri,21.41169,79.26632,2025-07-14,27.16,2.74,82.8,2.35,0.462,0.463,0.495,0.486
Kandri,21.41169,79.26632,2025-07-15,26.6,1.41,86.5,10.26,0.458,0.457,0.491,0.482
Kandri,21.41169,79.26632,2025-07-16,27.76,1.44,82.8,3.44,0.474,0.464,0.489,0.482
Kandri,21.41169,79.26632,2025-07-17,26.29,1.01,84.11,7.31,0.482,0.473,0.487,0.484
Kandri,21.41169,79.26632,2025-07-18,27.39,1.12,83.26,2.07,0.478,0.478,0.485,0.483
Kandri,21.41169,79.26632,2025-07-19,27.42,1.25,79.43,0.74,0.478,0.489,0.484,0.485
Kandri,21.41169,79.26632,2025-07-20,28.14,1.26,76.78,4.97,0.46,0.477,0.482,0.48
Kandri,21.41169,79.26632,2025-07-21,28.04,1.11,82.13,17.2,0.48,0.478,0.48,0.48
Kandri,21.41169,79.26632,2025-07-22,27.83,1.8,85.69,5.04,0.498,0.491,0.48,0.483
Kandri,21.41169,79.26632,2025-07-23,26.64,2.87,90.25,37.44,0.503,0.501,0.482,0.488
Kandri,21.41169,79.26632,2025-07-24,26.11,3.34,91.05,19.64,0.511,0.514,0.497,0.501
Kandri,21.41169,79.26632,2025-07-25,25.89,3.97,92.76,45.16,0.507,0.514,0.508,0.509
Kandri,21.41169,79.26632,2025-07-26,25.8,4.37,92.82,18.97,0.51,0.512,0.518,0.516
Kandri,21.41169,79.26632,2025-07-27,26.08,5.05,86.87,6.01,0.498,0.496,0.514,0.509
Kandri,21.41169,79.26632,2025-07-28,25.14,5.11,89.96,3.35,0.493,0.484,0.509,0.502
Kandri,21.41169,79.26632,2025-07-29,24.75,6.76,90.8,8.0,0.505,0.509,0.508,0.508
Kandri,21.41169,79.26632,2025-07-30,25.22,3.88,90.48,3.83,0.481,0.495,0.505,0.502
Kandri,21.41169,79.26632,2025-07-31,25.96,2.67,85.1,1.17,0.471,0.48,0.503,0.496
Kandri,21.41169,79.26632,2025-08-01,26.48,2.31,83.39,1.28,0.468,0.469,0.499,0.49
Kandri,21.41169,79.26632,2025-08-02,27.01,2.28,82.82,0.85,0.457,0.46,0.495,0.485
Kandri,21.41169,79.26632,2025-08-03,27.36,1.85,81.84,0.51,0.439,0.45,0.492,0.479
Kandri,21.41169,79.26632,2025-08-04,27.71,1.32,81.41,0.31,0.422,0.438,0.488,0.473
Kandri,21.41169,79.26632,2025-08-05,27.81,1.1,80.91,0.16,0.396,0.421,0.484,0.465
Kandri,21.41169,79.26632,2025-08-06,27.92,1.11,79.43,0.14,0.368,0.404,0.48,0.456
Kandri,21.41169,79.26632,2025-08-07,27.65,1.44,79.76,2.11,0.341,0.386,0.475,0.447
Kandri,21.41169,79.26632,2025-08-08,26.21,1.21,86.03,10.68,0.333,0.372,0.471,0.44
Kandri,21.41169,79.26632,2025-08-09,26.09,1.09,83.25,1.69,0.335,0.371,0.467,0.437
Kandri,21.41169,79.26632,2025-08-10,27.0,1.39,82.95,0.7,0.357,0.366,0.462,0.435
Kandri,21.41169,79.26632,2025-08-11,26.23,2.12,89.28,1.47,0.36,0.356,0.458,0.429
Kandri,21.41169,79.26632,2025-08-12,26.56,2.19,87.51,2.25,0.365,0.344,0.453,0.424
Kandri,21.41169,79.26632,2025-08-13,26.18,2.1,91.55,25.83,0.487,0.407,0.451,0.444
Kandri,21.41169,79.26632,2025-08-14,26.68,1.47,86.01,8.7,0.494,0.499,0.457,0.469
Kandri,21.41169,79.26632,2025-08-15,26.82,1.38,85.84,4.91,0.498,0.502,0.469,0.478
Kandri,21.41169,79.26632,2025-08-16,26.84,1.93,88.14,25.48,0.505,0.511,0.483,0.491
Kandri,21.41169,79.26632,2025-08-17,27.07,2.57,88.49,2.11,0.494,0.503,0.492,0.494
Kandri,21.41169,79.26632,2025-08-18,26.86,1.62,87.81,30.67,0.483,0.491,0.492,0.491
Kandri,21.41169,79.26632,2025-08-19,27.29,1.18,85.91,29.73,0.503,0.505,0.504,0.504
Kandri,21.41169,79.26632,2025-08-20,25.82,2.66,91.19,14.97,0.505,0.505,0.517,0.513
Kandri,21.41169,79.26632,2025-08-21,25.91,2.94,88.8,10.45,0.502,0.509,0.516,0.514
Kandri,21.41169,79.26632,2025-08-22,26.07,3.39,88.55,12.13,0.492,0.496,0.512,0.507
Kandri,21.41169,79.26632,2025-08-23,25.8,3.99,88.46,4.93,0.496,0.501,0.51,0.507
Kandri,21.41169,79.26632,2025-08-24,25.16,4.24,89.17,3.41,0.489,0.493,0.508,0.503
Kandri,21.41169,79.26632,2025-08-25,25.87,3.08,86.56,0.54,0.489,0.49,0.505,0.501
Kandri,21.41169,79.26632,2025-08-26,26.54,1.58,85.59,7.25,0.491,0.501,0.504,0.503
Kandri,21.41169,79.26632,2025-08-27,27.43,1.09,83.91,15.63,0.494,0.503,0.503,0.502
Kandri,21.41169,79.26632,2025-08-28,27.61,0.65,83.73,15.84,0.498,0.508,0.507,0.506
Kandri,21.41169,79.26632,2025-08-29,27.0,1.49,86.19,2.55,0.499,0.511,0.513,0.511
Kandri,21.41169,79.26632,2025-08-30,26.9,1.54,87.54,2.28,0.49,0.5,0.51,0.507
Kandri,21.41169,79.26632,2025-08-31,26.45,2.65,91.07,8.15,0.495,0.503,0.508,0.506
Kandri,21.41169,79.26632,2025-09-01,26.03,2.06,89.4,19.43,0.503,0.509,0.513,0.511
Kandri,21.41169,79.26632,2025-09-02,26.58,1.28,86.77,11.62,0.505,0.509,0.476,0.485
Kandri,21.41169,79.26632,2025-09-03,26.13,1.15,88.28,14.44,0.506,0.512,0.464,0.477
Kandri,21.41169,79.26632,2025-09-04,26.02,2.36,89.79,4.61,0.495,0.499,0.463,0.473
Kandri,21.41169,79.26632,2025-09-05,25.78,2.99,89.12,0.51,0.475,0.49,0.459,0.467
Kandri,21.41169,79.26632,2025-09-06,25.69,1.86,90.2,0.77,0.475,0.483,0.454,0.462
Kandri,21.41169,79.26632,2025-09-07,26.19,1.24,88.46,1.8,0.474,0.486,0.451,0.46
Kandri,21.41169,79.26632,2025-09-08,26.48,1.7,86.32,1.55,0.456,0.473,0.447,0.453
Kandri,21.41169,79.26632,2025-09-09,26.42,1.37,86.77,4.87,0.433,0.459,0.442,0.445
Kandri,21.41169,79.26632,2025-09-10,26.14,2.2,89.36,10.19,0.466,0.454,0.437,0.443
Kandri,21.41169,79.26632,2025-09-11,26.14,2.18,88.82,13.57,0.458,0.451,0.434,0.439
Kandri,21.41169,79.26632,2025-09-12,25.88,1.89,90.4,21.09,0.487,0.467,0.431,0.443
Kandri,21.41169,79.26632,2025-09-13,26.94,1.76,85.47,2.92,0.5,0.504,0.44,0.458
Kandri,21.41169,79.26632,2025-09-14,26.73,1.26,88.76,4.36,0.489,0.5,0.452,0.464
Kandri,21.41169,79.26632,2025-09-15,26.25,1.37,91.79,9.03,0.499,0.501,0.454,0.467
Kandri,21.41169,79.26632,2025-09-16,25.8,1.35,89.79,30.49,0.503,0.505,0.458,0.471
Kandri,21.41169,79.26632,2025-09-17,26.56,0.97,86.62,10.48,0.499,0.503,0.462,0.473
Kandri,21.41169,79.26632,2025-09-18,26.69,0.82,85.73,11.82,0.496,0.505,0.469,0.478
Kandri,21.41169,79.26632,2025-09-19,27.01,0.91,87.04,3.81,0.469,0.491,0.471,0.475
Kandri,21.41169,79.26632,2025-09-20,26.85,0.99,87.56,5.22,0.442,0.474,0.469,0.468
Kandri,21.41169,79.26632,2025-09-21,27.19,1.61,84.97,0.99,0.429,0.462,0.465,0.462
Kandri,21.41169,79.26632,2025-09-22,27.05,1.75,83.95,2.21,0.409,0.449,0.461,0.455
Kandri,21.41169,79.26632,2025-09-23,26.46,1.76,82.17,0.08,0.385,0.429,0.456,0.446
Kandri,21.41169,79.26632,2025-09-24,26.32,2.5,86.05,5.56,0.374,0.418,0.452,0.439
Kandri,21.41169,79.26632,2025-09-25,25.2,2.6,91.3,13.05,0.434,0.412,0.448,0.44
Kandri,21.41169,79.26632,2025-09-26,26.62,2.92,88.87,5.98,0.416,0.402,0.445,0.434
Kandri,21.41169,79.26632,2025-09-27,26.02,2.5,92.44,26.93,0.47,0.431,0.441,0.441
Kandri,21.41169,79.26632,2025-09-28,25.65,2.84,90.48,4.97,0.495,0.483,0.439,0.452
Kandri,21.41169,79.26632,2025-09-29,25.8,1.57,88.82,0.76,0.478,0.491,0.442,0.455
Kandri,21.41169,79.26632,2025-09-30,26.12,1.19,86.65,7.16,0.45,0.475,0.441,0.449
Kandri,21.41169,79.26632,2025-10-01,26.18,1.79,87.35,0.44,0.417,0.458,0.438,0.441
Kandri,21.41169,79.26632,2025-10-02,25.85,1.89,87.51,0.36,0.409,0.444,0.433,0.433
Kandri,21.41169,79.26632,2025-10-03,25.93,2.21,87.56,1.38,0.437,0.434,0.427,0.429
Kandri,21.41169,79.26632,2025-10-04,25.88,1.97,88.54,0.7,0.412,0.42,0.417,0.417
Kandri,21.41169,79.26632,2025-10-05,25.23,1.33,89.52,11.31,0.396,0.4,0.406,0.404
Kandri,21.41169,79.26632,2025-10-06,24.86,1.25,86.48,11.59,0.48,0.449,0.401,0.417
Kandri,21.41169,79.26632,2025-10-07,25.19,1.47,84.87,3.58,0.441,0.419,0.399,0.406
Kandri,21.41169,79.26632,2025-10-08,24.95,1.44,83.42,6.43,0.398,0.408,0.396,0.398
Kandri,21.41169,79.26632,2025-10-09,23.51,2.1,81.35,1.38,0.375,0.398,0.391,0.392
Kandri,21.41169,79.26632,2025-10-10,22.58,2.21,85.58,4.21,0.345,0.384,0.385,0.382
Kandri,21.41169,79.26632,2025-10-11,22.11,2.7,89.91,3.59,0.326,0.373,0.383,0.377
Kandri,21.41169,79.26632,2025-10-12,22.94,1.94,86.85,0.0,0.313,0.365,0.381,0.373
Kandri,21.41169,79.26632,2025-10-13,23.64,1.35,85.3,0.0,0.3,0.352,0.377,0.367
Kandri,21.41169,79.26632,2025-10-14,23.59,1.59,86.36,0.0,0.291,0.341,0.377,0.363
Kandri,21.41169,79.26632,2025-10-15,23.97,1.72,86.63,0.28,0.273,0.322,0.374,0.356
Kandri,21.41169,79.26632,2025-10-16,23.99,1.31,84.15,3.54,0.263,0.307,0.371,0.35
Kandri,21.41169,79.26632,2025-10-17,23.94,1.03,84.84,0.32,0.267,0.31,0.368,0.349
Kandri,21.41169,79.26632,2025-10-18,23.5,1.11,83.71,0.15,0.269,0.31,0.365,0.347
Kandri,21.41169,79.26632,2025-10-19,22.54,1.44,84.01,0.0,0.262,0.308,0.379,0.356
Kandri,21.41169,79.26632,2025-10-20,22.81,1.73,84.81,0.01,0.255,0.302,0.375,0.351
Kandri,21.41169,79.26632,2025-10-21,24.17,2.07,88.54,0.09,0.244,0.291,0.367,0.343
Kandri,21.41169,79.26632,2025-10-22,24.33,1.95,87.18,0.1,0.244,0.283,0.365,0.339
Kandri,21.41169,79.26632,2025-10-23,23.79,1.77,86.09,0.0,0.24,0.278,0.358,0.333
Kandri,21.41169,79.26632,2025-10-24,23.9,1.74,86.56,0.26,0.236,0.278,0.349,0.326
Kandri,21.41169,79.26632,2025-10-25,22.94,1.84,89.28,8.43,0.293,0.278,0.344,0.326
Kandri,21.41169,79.26632,2025-10-26,22.87,1.96,92.08,10.87,0.313,0.278,0.34,0.325
Kandri,21.41169,79.26632,2025-10-27,24.52,2.13,87.38,0.34,0.294,0.279,0.339,0.323
Kandri,21.41169,79.26632,2025-10-28,24.69,3.12,87.26,0.09,0.313,0.28,0.34,0.325
Kandri,21.41169,79.26632,2025-10-29,25.08,4.05,88.41,7.48,0.336,0.278,0.338,0.325
Kandri,21.41169,79.26632,2025-10-30,24.67,2.69,93.26,5.7,0.469,0.314,0.34,0.344
Kandri,21.41169,79.26632,2025-10-31,25.3,1.56,88.88,6.17,0.443,0.342,0.344,0.351
Kandri,21.41169,79.26632,2025-11-01,25.62,0.97,85.7,0.27,0.41,0.345,0.342,0.347
Kandri,21.41169,79.26632,2025-11-02,25.39,1.03,87.22,5.65,0.385,0.343,0.338,0.342
Kandri,21.41169,79.26632,2025-11-03,24.89,1.03,85.17,1.75,0.366,0.34,0.335,0.339
Kandri,21.41169,79.26632,2025-11-04,24.39,0.92,80.63,0.0,0.347,0.335,0.333,0.334
Kandri,21.41169,79.26632,2025-11-05,23.24,1.57,81.16,0.0,0.331,0.33,0.331,0.331
Kandri,21.41169,79.26632,2025-11-06,21.82,1.91,76.27,0.0,0.316,0.326,0.329,0.327
Kandri,21.41169,79.26632,2025-11-07,19.62,1.59,67.09,0.0,0.307,0.324,0.332,0.328
Kandri,21.41169,79.26632,2025-11-08,18.93,1.16,70.17,0.0,0.302,0.323,0.337,0.331
Kandri,21.41169,79.26632,2025-11-09,17.16,1.48,69.69,0.0,0.29,0.317,0.335,0.328
Kandri,21.41169,79.26632,2025-11-10,17.93,0.85,59.56,0.0,0.281,0.313,0.332,0.324
Kandri,21.41169,79.26632,2025-11-11,18.23,1.04,62.69,0.0,0.28,0.311,0.33,0.323
Kandri,21.41169,79.26632,2025-11-12,17.64,1.39,66.53,0.0,0.276,0.309,0.324,0.317
Kandri,21.41169,79.26632,2025-11-13,16.69,1.71,69.14,0.0,0.278,0.309,0.321,0.316
Kandri,21.41169,79.26632,2025-11-14,16.46,1.66,72.66,0.0,0.281,0.31,0.325,0.319
Kandri,21.41169,79.26632,2025-11-15,16.65,1.56,74.56,0.0,0.277,0.308,0.323,0.316
Kandri,21.41169,79.26632,2025-11-16,15.67,1.72,71.75,1.53,0.279,0.31,0.324,0.318
Kandri,21.41169,79.26632,2025-11-17,15.07,1.88,76.43,0.0,0.271,0.306,0.32,0.314
Kandri,21.41169,79.26632,2025-11-18,15.09,1.53,79.06,1.53,0.258,0.299,0.312,0.306
Kandri,21.41169,79.26632,2025-11-19,15.84,1.34,78.76,0.0,0.254,0.296,0.309,0.303
Kandri,21.41169,79.26632,2025-11-20,16.46,1.43,80.12,0.0,0.251,0.294,0.306,0.299
Kandri,21.41169,79.26632,2025-11-21,18.28,0.89,75.68,0.0,0.247,0.291,0.303,0.296
Kandri,21.41169,79.26632,2025-11-22,19.14,0.68,71.52,0.0,0.25,0.291,0.303,0.296
Kandri,21.41169,79.26632,2025-11-23,19.21,0.94,75.18,0.0,0.267,0.299,0.313,0.307
Kandri,21.41169,79.26632,2025-11-24,19.21,1.51,83.41,0.0,0.282,0.306,0.318,0.313
Kandri,21.41169,79.26632,2025-11-25,19.55,1.13,82.33,0.0,0.282,0.307,0.319,0.314
Kandri,21.41169,79.26632,2025-11-26,18.92,1.35,84.86,0.27,0.279,0.306,0.322,0.315
Kandri,21.41169,79.26632,2025-11-27,18.75,1.65,82.59,0.0,0.273,0.303,0.321,0.314
Kandri,21.41169,79.26632,2025-11-28,16.01,1.83,75.23,0.0,0.271,0.299,0.319,0.311
Kandri,21.41169,79.26632,2025-11-29,16.24,1.59,75.5,0.0,0.268,0.297,0.317,0.309
Kandri,21.41169,79.26632,2025-11-30,16.88,1.81,74.64,0.0,0.264,0.295,0.313,0.306
Kandri,21.41169,79.26632,2025-12-01,17.84,1.51,77.17,0.0,0.253,0.292,0.311,0.303
Kandri,21.41169,79.26632,2025-12-02,17.51,1.5,79.66,0.0,0.25,0.29,0.308,0.301
Kandri,21.41169,79.26632,2025-12-03,17.15,1.88,76.06,0.0,0.25,0.29,0.308,0.3
Kandri,21.41169,79.26632,2025-12-04,16.77,1.88,77.35,0.0,0.254,0.291,0.309,0.302
Kandri,21.41169,79.26632,2025-12-05,16.15,2.13,72.55,0.0,0.251,0.29,0.309,0.301
Kandri,21.41169,79.26632,2025-12-06,15.44,1.84,66.89,0.0,0.25,0.289,0.309,0.301
Kandri,21.41169,79.26632,2025-12-07,15.24,1.54,67.17,0.0,0.248,0.288,0.309,0.3
Kandri,21.41169,79.26632,2025-12-08,16.47,1.86,62.42,0.0,0.247,0.287,0.309,0.3
Kandri,21.41169,79.26632,2025-12-09,16.35,2.36,61.53,0.0,0.247,0.286,0.309,0.3
Kandri,21.41169,79.26632,2025-12-10,16.17,1.83,57.14,0.0,0.246,0.285,0.308,0.299
Kandri,21.41169,79.26632,2025-12-11,16.83,1.2,54.35,0.0,0.246,0.285,0.308,0.299
Kandri,21.41169,79.26632,2025-12-12,16.6,1.34,60.81,0.0,0.246,0.284,0.308,0.299
Kandri,21.41169,79.26632,2025-12-13,16.29,1.52,66.84,0.0,0.246,0.284,0.308,0.299
Kandri,21.41169,79.26632,2025-12-14,15.74,1.63,70.08,0.0,0.245,0.283,0.308,0.298
Kandri,21.41169,79.26632,2025-12-15,15.94,1.35,69.59,0.0,0.245,0.283,0.308,0.298
Kandri,21.41169,79.26632,2025-12-16,16.32,1.51,66.21,0.0,0.245,0.283,0.307,0.298
